Date,Close/Last,Volume,Open,High,Low,Day
7/31/2020,74.3975,91527640,74.8525,75.251,72.7,110
8/3/2020,74.138,45521700,74.55,74.8865,73.586,111
8/4/2020,73.665,37212180,74.3355,74.6555,73.2015,112
8/5/2020,73.9545,29150360,73.841,74.5,73.5607,113
8/6/2020,75.2475,33305220,73.8075,75.3135,73.595,114
8/7/2020,74.9185,27725880,75.452,76.0045,74.3135,115
8/10/2020,74.841,20546580,74.54,75.3575,73.8745,116
8/11/2020,74.027,31097060,74.7,75.522,73.9095,117
8/12/2020,75.362,22531200,74.3563,75.5835,74.25,118
8/13/2020,75.8325,22394220,75.4105,76.8487,75.4105,119
8/14/2020,75.2315,21941180,75.6805,75.9893,74.95,120
8/17/2020,75.812,19998680,75.7985,76.189,75.25,121
8/18/2020,77.789,28377000,76.306,77.8685,76.0833,122
8/19/2020,77.2305,30471840,77.6245,78.443,77,123
8/20/2020,78.8125,26382620,76.9985,79.0085,76.723,124
8/21/2020,78.7785,34845500,78.59,79.594,78.1155,125
8/24/2020,79.2575,25637860,79.6235,80.439,78.752,126
8/25/2020,80.2925,25149260,79.005,80.444,78.894,127
8/26/2020,82.2065,52187260,80.315,82.6395,80.0488,128
8/27/2020,81.426,31350060,82.3305,82.3995,80.9407,129
8/28/2020,81.9715,22423900,81.4735,82.0675,81.2803,130
8/31/2020,81.4765,26421940,82.1785,82.225,81.2665,131
9/1/2020,82.754,22675320,81.608,82.961,81.4765,132
9/2/2020,85.8695,49521440,83.4005,86.3051,83.0095,133
9/3/2020,81.4755,63725740,84.976,85,80.3855,134
9/4/2020,79.0605,55850660,80.45,81.7495,76.8985,135
9/8/2020,76.18,54031720,76.25,77.7775,75.825,136
9/9/2020,77.3615,39241560,77.445,77.936,76.2585,137
9/10/2020,76.3025,33023880,77.509,78.683,76,138
9/11/2020,75.788,30706740,76.4075,76.9348,74.651,139
9/14/2020,75.4415,42660140,76.5824,77.85,75.2555,140
9/15/2020,76.756,23041100,76.3945,77.5495,76.105,141
9/16/2020,75.6045,22143380,77.124,77.7185,75.5795,142
9/17/2020,74.352,40007120,74.2905,74.933,73.123,143
9/18/2020,72.5545,63055760,74.415,74.76,71.581,144
9/21/2020,71.507,56908100,71.581,72.003,70.134,145
9/22/2020,72.991,33950840,72.516,73.1985,71.4748,146
9/23/2020,70.4695,37725980,72.6045,72.654,70.134,147
9/24/2020,71.143,34552220,70.134,71.8995,70.1075,148
9/25/2020,71.953,30333540,71.2525,72.297,70.384,149
9/28/2020,72.933,30784720,73.5995,73.6495,72.314,150
9/29/2020,73.301,31822240,73.1955,73.6,72.7,151
9/30/2020,73.28,40923400,73.0468,74.3099,72.7878,152
10/1/2020,74.395,32884420,74.1831,74.7535,73.84,153
10/2/2020,72.78,31222640,72.9815,73.9515,72.3675,154
10/5/2020,74.1415,21601160,73.1325,74.235,73.0045,155
10/6/2020,72.551,26095040,73.775,74.226,72.2505,156
10/7/2020,72.957,36108960,72.9655,73.4485,71.6615,157
10/8/2020,74.1715,26076040,73.2725,74.4014,73.2725,158
10/9/2020,75.5225,32966800,74.643,75.5925,74.35,159
10/12/2020,78.2295,55343280,76.9,79.421,76.465,160
10/13/2020,78.3535,39072180,78.8505,79.258,77.9315,161
10/14/2020,78.172,33184560,78.73,79.1925,77.2948,162
10/15/2020,77.7735,31229700,77.225,78.5697,77.0565,163
10/16/2020,78.385,34206500,78.0915,78.8855,77.883,164
10/19/2020,76.4975,29733040,78.7965,79.1963,76.146,165
10/20/2020,77.554,41718300,76.1555,78.692,76.025,166
10/21/2020,79.2995,60321060,78.4925,80.757,78.3568,167
10/22/2020,80.333,30515460,79.25,80.671,78.874,168
10/23/2020,81.649,30548040,80.7525,81.706,80.5955,169
10/26/2020,79.2145,35826340,80.75,81.479,78.389,170
10/27/2020,79.944,25902760,79.4466,80.1,78.8495,171
10/28/2020,75.54,45173500,77.5005,77.6905,75.424,172
10/29/2020,77.844,55406860,75.851,79.4368,75.8275,173
10/30/2020,80.8055,99923940,83.372,84.0658,80.0785,174
11/2/2020,81.216,44228980,81.177,82.912,80.712,175
11/3/2020,82.283,31432820,81.538,82.95,80.6054,176
11/4/2020,87.2925,71342980,85.279,88.5015,85.15,177
11/5/2020,88.125,39758140,88.5225,89.5909,87.0515,178
11/6/2020,87.9865,28621680,87.567,88.4248,86.834,179
11/9/2020,88.071,53440480,89.799,90.8445,87.8773,180
11/10/2020,86.886,43021160,86.4885,87.969,85.806,181
11/11/2020,87.3615,31838120,87.42,88.145,87.153,182
11/12/2020,87.141,26487260,87.1,88.249,86.8985,183
11/13/2020,88.613,29757540,87.4,88.8565,86.799,184
11/16/2020,88.7015,25467860,88.207,89.717,88.0665,185
11/17/2020,88.083,21320680,88.393,88.857,87.9745,186
11/18/2020,87.032,20107540,87.832,88.25,86.9283,187
11/19/2020,87.9285,20106800,86.6615,88.1745,86.501,188
11/20/2020,86.819,27706440,88.1,88.4181,86.75,189
11/23/2020,86.378,22552360,87.011,87.2995,85.509,190
11/24/2020,88.195,28006120,86.375,88.3238,86.0365,191
11/25/2020,88.2065,19599140,88.3905,88.519,87.418,192
11/27/2020,89.351,14790140,88.227,89.8505,88.227,193
11/30/2020,87.72,32417740,88.7825,89.0168,87.392,194
12/1/2020,89.768,37362680,88.3328,91.086,88.1515,195
12/2/2020,91.2485,29424700,89.768,91.637,89.2585,196
12/3/2020,91.092,24727320,91.027,92.1915,90.85,197
12/4/2020,91.188,20544840,91.011,91.475,90.6795,198
12/7/2020,90.8515,22287820,90.7775,91.4645,90.152,199
12/8/2020,90.5665,19935360,90.426,90.7985,89.564,200
12/9/2020,88.893,31728520,90.518,91.4185,88.1,201
12/10/2020,88.3825,28688320,88.13,88.7495,86.6764,202
12/11/2020,88.74,18628620,88,88.8655,87.637,203
12/14/2020,87.613,33049420,88.536,89.49,87.4565,204
12/15/2020,88.054,21365840,87.993,88.2,87.0835,205
12/16/2020,87.8595,24676720,88.4555,88.4555,87.453,206
12/17/2020,87.0255,34880100,88.1965,88.3355,86.5575,207
12/18/2020,86.311,85256740,87.3085,87.418,85.75,208
12/21/2020,86.728,33974140,85.4565,86.85,84.7,209
12/22/2020,86.011,20376580,86.4665,86.6306,85.289,210
12/23/2020,86.4115,22973680,86.1965,87.2055,86.06,211
12/24/2020,86.708,9312760,86.45,87.1205,86.2175,212
12/28/2020,88.698,27650740,87.2455,89.35,87.091,213
12/29/2020,87.888,19725740,89.3615,89.4235,87.7555,214
12/30/2020,86.8125,21026160,88.25,88.388,86.4,215
12/31/2020,87.632,21069580,86.8635,87.875,86.8045,216
1/4/2021,86.3065,37323900,88,88.1245,85.357,217
1/5/2021,87.0025,20359240,86.2545,87.3415,85.845,218
1/6/2021,86.144,46588020,85.0128,87.1983,84.8051,219
1/7/2021,88.717,41936580,86.338,88.891,86.338,220
1/8/2021,89.8915,35484520,88.858,89.9678,88.061,221
1/11/2021,87.8145,34812360,88.851,89.219,87.607,222
1/12/2021,86.8715,29534300,87.268,88.395,85.8188,223
1/13/2021,87.3625,23431800,86.366,87.8195,86.366,224
1/14/2021,86.546,29212340,87.4435,88.3775,86.3035,225
1/15/2021,86.381,31444280,86.451,87.381,85.5855,226
1/19/2021,89.2235,41659020,87.15,90.192,86.6415,227
1/20/2021,94.0035,64151400,91.3185,94.9862,90.9755,228
1/21/2021,94.2075,58659460,94.6825,96.604,93.9705,229
1/22/2021,94.628,32743900,94.573,95.2195,93.8247,230
1/25/2021,94.714,50586920,95.637,96.091,92.958,231
1/26/2021,95.3975,31461560,94.2995,95.7875,93.8065,232
1/27/2021,90.947,82512620,93.7455,94.0235,89.864,233
1/28/2021,92.66,55278100,91.55,94.3995,91.55,234
1/29/2021,91.368,44530180,91.701,92.3768,90.078,235
2/1/2021,94.6535,40252060,92.2293,95.777,92.2293,236
2/2/2021,95.956,66332400,95.6565,97.4685,95.3185,237
2/3/2021,102.944,97881640,103.2805,105.3312,100.6775,238
2/4/2021,102.6815,48595600,103.0308,103.465,101.755,239
2/5/2021,104.4415,29865120,102.978,104.797,102.5,240
2/8/2021,104.226,28828860,105,105.75,103.1675,241
2/9/2021,103.7695,21891660,103.74,104.9255,103.5,242
2/10/2021,104.324,25101600,104.157,104.944,102.612,243
2/11/2021,104.4375,20480580,104.55,104.7,103.443,244
2/12/2021,104.7515,18990500,103.9885,104.975,103.6785,245
2/16/2021,105.535,31003900,104.5875,107.257,104.5875,246
2/17/2021,105.931,20303540,104.699,106.1222,104.4175,247
2/18/2021,105.2905,22570980,105.25,106.0995,104.6665,248
2/19/2021,104.4405,37938780,105.3895,105.929,104.1715,249
2/22/2021,102.713,29466340,102.68,104.0165,102.4,250
2/23/2021,103.006,34657980,100.6995,103.625,99.5115,251
2/24/2021,104.1905,22608740,101.502,104.416,101.3765,252
2/25/2021,100.7975,41548180,102.7965,104.15,100.3245,253
2/26/2021,101.0955,40041280,101.4975,102.826,100.0505,254
3/1/2021,103.483,26061780,102.4,103.8115,101.721,255
3/2/2021,103.224,25563680,103.242,104.737,102.8335,256
3/3/2021,100.5705,33892900,102.5975,103.7995,99.7,257
3/4/2021,101.6965,49215720,100.7435,103.7295,100.2715,258
3/5/2021,104.8535,53099540,103.0575,105.31,101.3889,259
3/8/2021,100.375,36867420,104.203,105.687,100.2595,260
3/9/2021,102.018,33920620,102.4875,103.1958,101.78,261
3/10/2021,101.8095,27100080,103.07,103.07,100.9665,262
3/11/2021,105.027,27702600,102.911,105.5635,102.8225,263
3/12/2021,102.5,33817980,103.8205,103.8805,101.621,264
3/15/2021,102.722,26214820,102.2488,102.7495,101.3895,265
3/16/2021,104.1945,31900300,103.2995,105.684,102.9645,266
3/17/2021,104.111,26382520,103.4235,104.95,102.2061,267
3/18/2021,101.067,31712960,102.409,103.4373,100.959,268
3/19/2021,101.348,46071920,101.4865,101.852,100.1465,269
3/22/2021,101.5345,33535420,101.3815,102.417,100.7,270
3/23/2021,102.0665,28509120,101.9975,103.2055,101.4,271
3/24/2021,101.6265,25217060,102.588,103.38,101.45,272
3/25/2021,101.623,35615740,101.4525,102.282,99.8045,273
3/26/2021,101.2365,27977500,101.5895,101.9693,100.1925,274
3/29/2021,102.2895,26492620,101.108,102.4605,100.2725,275
3/30/2021,102.3235,27317120,102.649,103.1335,101.8075,276
3/31/2021,103.126,42569640,102.72,104.313,102.35,277
4/1/2021,106.489,39880100,104.6125,106.7875,104.5715,278
4/5/2021,110.948,48509600,107.3575,111.4495,107.2603,279
4/6/2021,110.463,35240780,110.546,111.4,110.0895,280
4/7/2021,111.9515,24133920,110.655,112.225,110.655,281
4/8/2021,112.5215,28664280,113.2,113.5895,112.1505,282
4/9/2021,113.5335,26145300,112.272,113.6985,111.8628,283
4/12/2021,112.231,25023660,112.706,112.8443,111.391,284
4/13/2021,112.7215,25681560,112.5495,113.1735,112.1525,285
4/14/2021,112.0955,21002860,113.3715,113.3715,111.8007,286
4/15/2021,114.2625,29174980,113.0975,114.8,112.5585,287
4/16/2021,114.1375,26282780,114.462,114.712,113.546,288
4/19/2021,114.488,30289400,113.509,115.2045,113.509,289
4/20/2021,113.9505,22288320,114.8745,114.95,112.856,290
4/21/2021,113.9175,23204180,113.6025,114,112.241,291
4/22/2021,112.626,24145520,113.77,114.4441,112.016,292
4/23/2021,114.9965,29111080,113.35,115.3059,113.0625,293
4/26/2021,115.4965,32037840,115.226,116.2265,114.8658,294
4/27/2021,114.549,44385600,115.8816,115.9225,114.308,295
4/28/2021,117.952,81106800,119.6248,121.569,117.661,296
4/29/2021,119.638,41233080,119.4615,120.208,118.6925,297
4/30/2021,117.675,44856760,118.401,119.0925,117.328,298
5/3/2021,117.154,28242780,118.2455,119.0775,116.775,299
5/4/2021,115.3415,44818640,115.6775,116.2495,112.834,300
5/5/2021,115.7385,26636180,116.4315,116.75,115.414,301
5/6/2021,116.8675,25190460,115.3165,116.8675,114.6521,302
5/7/2021,117.5965,28897240,118.1945,118.5625,117.3078,303
5/10/2021,114.5875,30914580,116.407,116.55,114.227,304
5/11/2021,113.503,34185840,112.1535,114.014,111.696,305
5/12/2021,110.0125,46375480,111.3095,112.399,109.681,306
5/13/2021,111.452,33220400,111.306,111.9719,110.336,307
5/14/2021,113.919,31996580,112.927,114.236,112.5,308
5/17/2021,114.446,21578600,113.1785,114.489,112.7755,309
5/18/2021,113.1235,22203700,115.1175,115.3841,113.1095,310
5/19/2021,113.575,23684100,111.4215,113.7495,111.272,311
5/20/2021,115.3475,32351000,114.55,115.6,114.176,312
5/21/2021,114.7065,40631800,115.8705,115.9445,114.465,313
5/24/2021,118.052,31832200,115.7445,118.2775,115.5978,314
5/25/2021,118.1435,22439640,118.6,119.2,117.75,315
5/26/2021,119.0155,21571960,118.326,119.4495,118.3231,316
5/27/2021,118.134,35224020,119.4525,119.4525,117.813,317
5/28/2021,117.8425,21490800,118.721,118.8035,117.6425,318
6/1/2021,119.059,23358020,118.722,119.2855,117.714,319
6/2/2021,118.5295,21162920,119.4575,119.682,117.6178,320
6/3/2021,117.379,18695920,117.2865,117.8508,116.476,321
6/4/2021,119.6785,24458200,118.4635,119.9515,118.1205,322
6/7/2021,120.115,24119320,119.4718,120.2255,119.05,323
6/8/2021,119.922,24239840,120.6005,120.976,119.739,324
6/9/2021,120.397,17941040,120.5715,120.644,119.845,325
6/10/2021,121.7565,25907500,120.346,121.8,120.189,326
6/11/2021,121.51,21958140,122,122.086,120.948,327
6/14/2021,122.4455,22097560,121.613,122.446,120.9,328
6/15/2021,121.4195,21562140,122.45,122.7755,121.056,329
6/16/2021,120.7725,26471860,121.572,121.886,119.47,330
6/17/2021,121.7435,25848880,120.6975,122.5225,120.5,331
6/18/2021,120.111,46115200,121.367,121.603,120.015,332
6/21/2021,121.8125,27413660,120.5005,122,119.8985,333
6/22/2021,122.3305,22390200,121.75,122.4,121.064,334
6/23/2021,122.127,19154160,122.0935,123.0955,121.8345,335
6/24/2021,122.5,21365140,122.7,123.0555,122.3,336
6/25/2021,122.5085,34596380,122,122.633,121.5652,337
6/28/2021,122.536,28525420,122.6785,122.7848,121.4055,338
6/29/2021,122.2725,23108720,122.6704,123.0208,121.6908,339
6/30/2021,122.0895,24473980,121.9945,122.257,121.3545,340
7/1/2021,122.4445,18112820,121.725,122.587,121.5315,341
7/2/2021,125.2575,26002180,123.15,125.404,123.0595,342
7/6/2021,126.19,26403580,125.6485,126.428,124.5825,343
7/7/2021,126.474,24059020,127.162,127.284,126.153,344
7/8/2021,125.044,23789340,124.026,125.5955,124.022,345
7/9/2021,125.5185,18631680,125.025,125.7345,124.5513,346
7/12/2021,126.9755,17667780,126.178,127.0694,125.6108,347
7/13/2021,127.3415,19246940,127.0385,128.0575,126.6745,348
7/14/2021,128.237,23745660,127.958,129.3263,127.9145,349
7/15/2021,127.005,24218800,128.649,128.7,126.53,350
7/16/2021,126.97,20424540,127.663,127.8115,126.1535,351
7/19/2021,124.578,27967580,126.0895,126.205,123.505,352
7/20/2021,126.2095,26316440,125.5275,127.0432,124.3505,353
7/21/2021,127.549,20746180,126.1335,127.596,126.0235,354
7/22/2021,128.4215,14301880,127.844,128.483,127.4988,355
7/23/2021,133.015,41506420,130.4305,133.399,129.8005,356
7/26/2021,134.035,30571480,133.3283,134.237,132.3015,357
7/27/2021,131.9,54709480,134.2505,134.399,130.104,358
7/28/2021,136.094,95130600,136.312,138.297,135.2775,359
7/29/2021,135.7775,31715720,136.15,136.661,135.543,360
7/30/2021,134.7265,25575780,135.035,135.3045,134.255,361
8/2/2021,134.8545,21634200,135.117,135.3365,133.7941,362
8/3/2021,135.63,20761880,135.135,135.732,133.3195,363
8/4/2021,135.1255,19676020,135.3495,135.6495,134.487,364
8/5/2021,136.2515,17869000,135.6805,136.35,134.846,365
8/6/2021,135.7385,20488120,136.042,136.4725,135.21,366
8/9/2021,136.913,17766000,135.9425,137.184,135.3392,367
8/10/2021,136.807,19414080,137.342,137.7723,136.3645,368
8/11/2021,136.279,15352000,137.1815,137.6823,136.2715,369
8/12/2021,137.194,16518860,135.9755,137.3,135.4255,370
8/13/2021,137.7275,15947440,137.25,137.8565,137.033,371
8/16/2021,138.3095,22398360,137.5249,138.3625,135.2988,372
8/17/2021,136.6615,21715200,137.75,138.2655,136.082,373
8/18/2021,135.449,19258940,136.5,137.1043,135.3215,374
8/19/2021,135.68,21782540,134.4355,136.3525,134.25,375
8/20/2021,137.4295,31193160,136,137.554,135.25,376
8/23/2021,140.0415,28453400,137.9695,140.8745,137.6075,377
8/24/2021,141.2615,19267220,140.6115,142.08,140.3385,378
8/25/2021,142.079,15851480,141.625,142.1895,141.376,379
8/26/2021,141.4405,20609320,141.75,142.4175,141.357,380
8/27/2021,144.004,28780200,141.6525,144.5125,141.497,381
8/30/2021,144.5905,24434200,144.4,145.9705,144.163,382
8/31/2021,144.6975,22448760,145.147,145.1713,144.281,383
9/1/2021,145.2155,21936100,145,146.2538,144.8835,384
9/2/2021,143.287,32358140,145.216,145.5193,143.1848,385
9/3/2021,143.7395,19854360,143.0805,144.155,142.4005,386
9/7/2021,144.2805,20131900,143.8345,144.565,143.619,387
9/8/2021,143.691,18350220,144.1,144.4,143,388
9/9/2021,143.541,15317100,143.8405,144.3105,143.1775,389
9/10/2021,140.876,36839340,144.2125,144.7185,140.7378,390
9/13/2021,142.3325,22093840,141.9495,142.95,141.25,391
9/14/2021,142.5445,19673860,142.9953,143.363,141.75,392
9/15/2021,144.4295,27407580,142.7715,144.4505,141.3475,393
9/16/2021,143.61,26195420,143.9505,144.3,142.4015,394
9/17/2021,140.8,53384460,143.0305,143.45,140.4698,395
9/20/2021,138.7195,46518040,138.1615,139,136.3218,396
9/21/2021,139.033,25331900,139.7495,140.0115,138.278,397
9/22/2021,140.2835,25055560,139.304,140.887,138.5515,398
9/23/2021,141.216,20951000,140.9875,141.6965,140.4015,399
9/24/2021,142.215,22983900,140.5385,142.3303,140.241,400
9/27/2021,141.072,21881960,140.8043,141.9385,140.0675,401
9/28/2021,135.83,45772200,138.655,139.0965,135.36,402
9/29/2021,134.3535,30848700,136.98,137.151,133.865,403
9/30/2021,133.676,38028800,134.2615,135.5425,133.556,404
10/1/2021,136.543,35360180,134.4475,136.9105,134.073,405
10/4/2021,133.6595,51201940,135.9605,135.9605,131.05,406
10/5/2021,136.023,32403260,134.041,137.2245,134.041,407
10/6/2021,137.565,24364280,134.75,137.75,134.55,408
10/7/2021,139.225,25110140,138.892,140.042,138.6512,409
10/8/2021,139.7855,26525840,139.577,140.331,139.2175,410
10/11/2021,138.914,17953620,139.292,140.712,138.859,411
10/12/2021,136.449,36332240,139.48,139.507,135.76,412
10/13/2021,137.582,19662320,137.4025,138,136.5188,413
10/14/2021,141.151,31927940,139.4738,141.3373,138.825,414
10/15/2021,141.368,30274440,141.6145,141.718,140.755,415
10/18/2021,142.778,20396160,141.0765,142.796,141.0695,416
10/19/2021,143.237,20163000,143.3875,143.6625,142.6,417
10/20/2021,141.769,23288060,143.338,143.5461,141.3765,418
10/21/2021,141.886,26292260,141.769,142.156,140.5,419
10/22/2021,137.5665,50588960,139.15,140.5828,136.056,420
10/25/2021,137.447,34412260,137.55,138,135.424,421
10/26/2021,139.3085,49235020,139.2635,140.0829,138.3045,422
10/27/2021,146.2175,85781400,139.405,148.65,139.405,423
10/28/2021,145.849,36206380,147.1345,147.158,144.6267,424
10/29/2021,148.046,43320300,145.078,148.242,144.6495,425
11/1/2021,143.497,46923240,148.046,148.046,143.2255,426
11/2/2021,145.4325,33482240,144.5795,146.609,144.3355,427
11/3/2021,146.598,27493240,145.9005,146.669,144.591,428
11/4/2021,148.2675,38411260,147.1245,149.7335,146.308,429
11/5/2021,148.852,38354740,149.1695,150.3275,148.197,430
11/8/2021,149.031,23052500,149.825,150.6148,148.4305,431
11/9/2021,148.9185,19529740,149.233,149.8345,147.2448,432
11/10/2021,145.8935,29969800,147.5,148.07,144.5375,433
11/11/2021,145.7665,16517480,146.4895,147.5355,145.6005,434
11/12/2021,148.678,22360000,146.6155,148.85,145.411,435
11/15/2021,148.452,23507040,148.9005,149.5495,147.575,436
11/16/2021,147.876,18904000,148.1495,148.7625,147.3125,437
11/17/2021,148.047,19599500,148.0275,148.5595,147.24,438
11/18/2021,149.8385,35628220,148.2415,150.5805,147.8845,439
11/19/2021,148.9265,33699380,149.9755,150.9665,148.899,440
11/22/2021,146.302,30629200,149.3325,149.8295,146.1475,441
11/23/2021,145.782,27231160,146.153,146.66,144.115,442
11/24/2021,146.12,18040140,145.4735,146.2493,144.373,443
11/26/2021,142.183,30469240,144.3485,144.5575,141.8425,444
11/29/2021,145.5305,32595040,144,146.2975,143.8935,445
11/30/2021,141.8975,42067220,145.0085,146,141.6015,446
12/1/2021,141.0515,34055240,144,145.9503,140.912,447
12/2/2021,142.966,29194840,141.25,143.8645,140.2145,448
12/3/2021,142.0015,41230160,143.681,144.4,140.301,449
12/6/2021,143.155,30618100,143.0405,143.8525,140.15,450
12/7/2021,147.2695,32240300,145.5965,147.5312,145.2275,451
12/8/2021,148.1865,24270320,147.5965,148.393,146.406,452
12/9/2021,147.6385,23269720,147.591,149.1,147.115,453
12/10/2021,148.0015,24462760,148.7,148.9775,146.7037,454
12/13/2021,145.8265,27069400,147.7815,147.97,145.5175,455
12/14/2021,143.907,38446240,143.968,144.48,141.2148,456
12/15/2021,146.441,36370460,143.409,146.721,141.6779,457
12/16/2021,144.445,33650380,147.1705,147.6768,143.607,458
12/17/2021,141.725,51017880,142.5,143.8345,141.3,459
